ra,dec,pmra,pmdec,pmra_error,pmdec_error,parallax,parallax_error,parallax_over_error,ruwe,astrometric_excess_noise,astrometric_gof_al,phot_g_mean_mag,bp_rp,source_id,random_index
268.58265786232414,46.929719809954065,-14.600708827531793,16.571561848304512,0.319144,0.323885,1.4601191698376605,0.251384,5.808321,1.036642,0.481704,0.926555,19.562487,2.647985,1350958873214094592,2845780
267.1128000004091,43.82668111196425,10.096846555688822,-1.6000982621856257,0.084076,0.090775,0.6371426754528718,0.073721,8.642579,0.993149,0.122668,-0.15687,17.696924,1.472578,1349461441455801984,2856201
270.89519972290236,47.922133447300546,2.5709765952950283,-3.580033256711678,0.06217,0.062292,0.4119782065957107,0.051899,7.938123,1.010497,0.06347,0.317216,17.200737,1.074451,2122634723869106176,2863415
272.72739380442675,44.48466956164123,-6.155026383987777,8.354827872274848,0.157338,0.153321,1.5079644314204028,0.126357,11.934197,1.00766,0.225893,0.228351,18.596975,2.376015,2115714084149972352,2884049
270.15322110055206,44.571856325446944,3.1326831277640212,-8.46631977506982,0.114123,0.143821,1.0447522305500632,0.102057,10.236966,0.98804,0,-0.297198,18.261269,1.880327,2114427449386834176,2893566
268.73768960422507,42.46798191209691,-23.50629601655453,-37.32374214978802,0.02604,0.027278,3.9862770132499246,0.023032,173.07495,0.999323,0,0.005912,15.511541,1.852704,1345386312061925120,2900632
270.5672188919192,43.346946429523,-3.102544599413125,19.468195781775872,0.029145,0.031011,0.8370961987551224,0.026575,31.499882,1.019156,0,0.520734,15.756415,0.963323,2114239643353502592,2908659
268.8859424798987,42.8463809211168,-1.1902801480552987,1.1523052897684956,0.085561,0.100848,0.8134999272515654,0.082561,9.853331,0.99528,0,-0.086578,17.628084,1.564703,1346158061848970880,2914746
270.99402817536406,43.53381312097076,-3.826629989535208,-6.371440891244367,0.095152,0.102859,1.5859484602706462,0.082589,19.202969,1.045338,0,1.310396,18.040068,2.111355,2114221806353619456,2914930
269.9127398772024,42.85958792939821,0.8363240849171464,-2.0535911261713844,0.056371,0.063094,0.4662643063720766,0.048335,9.646552,1.058045,0.204285,1.535722,16.865427,0.959505,1345375420025017472,2919123
270.00304819639393,46.30221055529827,-4.489658371777358,0.5205915647979638,0.14419,0.174619,0.6540314880638741,0.124342,5.25995,1.029803,0.336416,0.833365,18.64973,1.570568,2116119460343182080,2926978
272.9279638936449,46.01652476759392,-13.476251618143756,11.145151315978701,0.014738,0.014485,1.9980792180141944,0.011865,168.40674,0.898766,0,-2.735702,13.897558,1.000674,2116273563770321536,2964934
269.51712433392197,42.179740936698195,2.8362622387306407,10.397285905273108,0.050038,0.053935,1.3354437465051425,0.045417,29.403728,1.06842,0.16704,1.827937,16.62384,1.716209,1345154005869699712,2984535
268.4091894690454,43.20364395896712,-23.24809384751585,11.987375222490773,0.06856,0.079905,1.20818195198626,0.062892,19.210434,1.071442,0.140393,1.958287,17.386526,1.997295,1346148892095297408,2996477
270.67202506988735,46.523327465233415,2.215370110376249,-1.2426496970130632,0.070686,0.07237,0.8545618532710771,0.059151,14.447127,0.98435,0,-0.40355,17.413933,1.429028,2116491335793106432,3009632
271.62979035094963,47.57794415964219,-6.729410866574884,17.680198592556433,0.242903,0.294687,1.6727698250705736,0.200457,8.344764,1.039429,0.411232,0.98989,19.203802,2.449427,2122424025657556480,3037609
270.0953805333809,47.73351897800953,-1.9050229630773416,-5.9048532994855725,0.033972,0.033466,0.3928096782595912,0.027015,14.540533,0.962082,0,-0.935967,15.76506,0.729585,2116679871972181504,3055497
271.51616986194233,45.39163072599432,-20.702217189060185,-11.771238725250322,0.036024,0.040358,1.0099160047820575,0.034154,29.569796,1.022416,0,0.624902,16.294077,1.216887,2115835653200876160,3069855
270.6162132797584,44.099121845873825,3.287568851637526,-7.410113957486806,0.068484,0.065331,0.9477300382762999,0.049146,19.283815,0.931856,0,-1.626833,16.79177,1.438175,2114379758069653376,3084451
271.6857328631989,47.94291615577887,-5.630623774418733,-18.361236437361054,0.050188,0.062477,0.6987777416876453,0.043993,15.883709,1.026493,0.081669,0.657668,16.659052,1.246353,2122458939447653376,3094506
272.39372165927676,47.90415563850265,0.1746892777825764,-3.153388777032369,0.021082,0.022833,0.5986519342849015,0.018053,33.160603,0.941559,0,-1.563428,15.048679,0.829838,2122535183706932224,3106654
271.04081124893304,46.65596563582489,0.4157774203483549,-5.611725651427669,0.102618,0.099156,0.4559115919747,0.084084,5.422087,0.972988,0,-0.656778,17.914717,0.892712,2116473125130889216,3111541
271.70039960055914,46.31287528649,19.51569250545946,14.318610496530688,0.014389,0.015425,1.1563333806742706,0.011246,102.82299,0.977782,0,-0.54787,13.535383,0.843132,2116265321729106816,3170759
271.2862403266936,43.29483123848941,-5.944322226855043,-2.3078294788688787,0.138751,0.160954,1.4433263005857646,0.123838,11.654986,1.015954,0.316365,0.480521,18.707382,2.332054,2114198098134002944,3248491
267.0187656870346,42.4323430867645,-3.521712708995129,0.5713999348927075,0.235448,0.236707,1.1646937810407973,0.213524,5.454628,1.023468,0,0.585107,19.097734,1.725908,1345726744053627264,3279680
267.2325541439521,47.19821149712105,-10.54637925522033,-6.232307529899936,0.027045,0.027734,2.0450462352799015,0.019089,107.13294,1.037248,0.029811,1.011462,15.161749,1.377078,1362975474449255296,3310692
268.60837823459116,46.66149157189514,4.651324502496093,-6.318127969658881,0.027064,0.029332,0.6730905116600252,0.024628,27.330017,0.972203,0,-0.668623,15.463563,0.808076,1350939842214159744,3322939
